business_name,city,state,latitude,longitude,user_name,date
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Anne,5.0,2018-09-10 01:27:17
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Ali,5.0,2018-04-29 01:42:07
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,T,4.0,2018-07-26 02:03:18
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Jenny,2.0,2018-05-06 22:01:34
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Poipoi,4.0,2018-08-09 03:35:28
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Poipoi,4.0,2018-08-05 22:00:05
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Kamran,4.0,2018-10-20 21:00:20
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Aadil,4.0,2018-07-19 17:06:31
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Tahrim,3.0,2018-07-08 03:09:48
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Cee,1.0,2018-07-15 17:22:49
Adam's Halal Pub,Toronto,ON,43.73653,-79.3083,Adil,3.0,2018-08-22 03:53:14
Arbar,Toronto,ON,43.64003,-79.39722,Liron,5.0,2018-05-03 02:06:35
Arbar,Toronto,ON,43.64003,-79.39722,Charlee,4.0,2018-06-18 03:41:19
Arbar,Toronto,ON,43.64003,-79.39722,Connie,3.0,2018-09-10 16:15:03
Arbar,Toronto,ON,43.64003,-79.39722,Belle,5.0,2018-08-18 04:24:30
Arbar,Toronto,ON,43.64003,-79.39722,Alandra-Jordan,3.0,2018-09-15 16:57:20
Arbar,Toronto,ON,43.64003,-79.39722,Jacqueline,2.0,2018-10-30 23:59:39
Arbar,Toronto,ON,43.64003,-79.39722,Tiffany,5.0,2018-04-02 16:11:01
Arbar,Toronto,ON,43.64003,-79.39722,Jimmy,5.0,2018-06-10 00:32:07
Arbar,Toronto,ON,43.64003,-79.39722,Laura,3.0,2018-08-29 02:48:46
Arbar,Toronto,ON,43.64003,-79.39722,Michael,5.0,2018-05-03 01:16:44
Arbar,Toronto,ON,43.64003,-79.39722,Morgan,2.0,2018-08-23 03:28:43
Arbar,Toronto,ON,43.64003,-79.39722,Katie,3.0,2018-06-04 01:25:21
Arbar,Toronto,ON,43.64003,-79.39722,Jahkida,5.0,2018-08-05 19:48:54
Arbar,Toronto,ON,43.64003,-79.39722,Fay,3.0,2018-06-03 19:37:05
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Cassidy,5.0,2018-09-21 23:03:26
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Bryan,2.0,2018-09-09 15:58:36
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Kat,4.0,2018-08-07 20:33:05
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Ruben,5.0,2018-06-02 20:02:58
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Rebecca,5.0,2018-09-08 14:27:07
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Krystine,5.0,2018-05-10 19:47:06
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Hello,5.0,2018-08-17 17:43:03
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Becka,5.0,2018-11-03 21:23:26
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Gwen,5.0,2018-06-26 19:04:31
Souvlaki Kalamaki,Toronto,ON,43.640453,-79.43673,Adam,1.0,2018-09-17 00:27:58
Northwestern Chinese Cuisine,Toronto,ON,43.779694,-79.41508,Melik,2.0,2018-07-23 03:05:02
Northwestern Chinese Cuisine,Toronto,ON,43.779694,-79.41508,Imelda,5.0,2018-11-02 01:10:03
Northwestern Chinese Cuisine,Toronto,ON,43.779694,-79.41508,Imelda,5.0,2018-11-08 01:54:06
Northwestern Chinese Cuisine,Toronto,ON,43.779694,-79.41508,Nana,3.0,2018-07-12 23:43:59
Pacific Park Social,Toronto,ON,43.665806,-79.46905,Rina,1.0,2018-05-20 20:02:06
Pacific Park Social,Toronto,ON,43.665806,-79.46905,Joshua,5.0,2018-02-28 23:34:44
Pacific Park Social,Toronto,ON,43.665806,-79.46905,Rusty,1.0,2017-11-26 18:08:57
Mexicano Grill,Toronto,ON,43.675972,-79.45073,John,4.0,2013-01-13 18:10:55
Mexicano Grill,Toronto,ON,43.675972,-79.45073,Craig,1.0,2012-06-18 02:19:50
Mexicano Grill,Toronto,ON,43.675972,-79.45073,Paul,5.0,2011-11-01 19:35:17
Mikaku Izakaya,Toronto,ON,43.793327,-79.41932,D,5.0,2018-11-04 23:04:19
Mikaku Izakaya,Toronto,ON,43.793327,-79.41932,Shar,5.0,2018-11-13 14:51:10
Mikaku Izakaya,Toronto,ON,43.793327,-79.41932,Amy,4.0,2018-11-04 03:25:34
The Mad Italian,Toronto,ON,43.678383,-79.346954,Floating,4.0,2013-05-23 13:36:12
The Mad Italian,Toronto,ON,43.678383,-79.346954,Christine,5.0,2013-08-16 03:04:34
The Mad Italian,Toronto,ON,43.678383,-79.346954,Mel,4.0,2013-06-09 22:57:29
Core,Toronto,ON,43.66049,-79.34302,Michelle,4.0,2018-09-30 04:37:42
Core,Toronto,ON,43.66049,-79.34302,Robert,4.0,2018-04-10 04:36:48
Core,Toronto,ON,43.66049,-79.34302,Sharon,5.0,2018-05-12 15:14:59
Core,Toronto,ON,43.66049,-79.34302,Soleil,4.0,2018-07-27 11:54:09
Core,Toronto,ON,43.66049,-79.34302,Matthew,4.0,2018-08-06 17:01:18
Core,Toronto,ON,43.66049,-79.34302,Mike,5.0,2018-05-20 03:02:28
Core,Toronto,ON,43.66049,-79.34302,Gracia,5.0,2018-08-11 18:02:47
Core,Toronto,ON,43.66049,-79.34302,Marie,4.0,2018-07-19 22:06:48
Core,Toronto,ON,43.66049,-79.34302,Joy,4.0,2018-06-01 13:18:25
Umi Sushi Express,Toronto,ON,43.644936,-79.386154,David,3.0,2017-06-29 23:26:53
Umi Sushi Express,Toronto,ON,43.644936,-79.386154,Rolia,1.0,2018-09-18 23:09:04
Umi Sushi Express,Toronto,ON,43.644936,-79.386154,V,2.0,2010-10-27 01:34:47
Shanghai Shikumen Fine Cuisine,Toronto,ON,43.652794,-79.399025,Wilma,4.0,2018-11-08 16:56:15
Shanghai Shikumen Fine Cuisine,Toronto,ON,43.652794,-79.399025,Michael,5.0,2018-10-28 22:14:57
Shanghai Shikumen Fine Cuisine,Toronto,ON,43.652794,-79.399025,Christie,5.0,2018-11-10 00:56:09
Shanghai Shikumen Fine Cuisine,Toronto,ON,43.652794,-79.399025,Chau,5.0,2018-10-04 22:58:40
Shanghai Shikumen Fine Cuisine,Toronto,ON,43.652794,-79.399025,Jasmine,4.0,2018-11-01 18:49:27
Marjane Cafe,Toronto,ON,43.675213,-79.40021,Jennifer,3.0,2011-06-29 02:03:31
Marjane Cafe,Toronto,ON,43.675213,-79.40021,WaYnE,3.0,2011-08-05 22:23:37
Marjane Cafe,Toronto,ON,43.675213,-79.40021,Don,4.0,2018-03-30 02:44:08
Yummy Tummy's Bar & Grill,Toronto,ON,43.694984,-79.45419,Ayman,3.0,2017-09-22 17:18:22
Yummy Tummy's Bar & Grill,Toronto,ON,43.694984,-79.45419,Michael,1.0,2018-08-07 19:21:46
Yummy Tummy's Bar & Grill,Toronto,ON,43.694984,-79.45419,Michael,5.0,2018-01-29 07:12:05
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,David,3.0,2017-11-10 17:39:22
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Arshile,5.0,2017-11-03 04:05:42
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Sheena,5.0,2018-10-30 23:28:47
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Teena,4.0,2017-12-03 03:38:36
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Paul,2.0,2018-08-12 00:13:41
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Andre,2.0,2018-09-27 02:52:28
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Tim,3.0,2018-04-01 06:50:54
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Jon,1.0,2018-01-31 23:51:22
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Sumayya,4.0,2018-07-27 17:50:13
Roywoods Ossington,Toronto,ON,43.648666,-79.42079,Jessica,5.0,2018-11-05 20:43:14
Quesada Burritos & Tacos,Toronto,ON,43.65118,-79.38424,Cheryl,3.0,2013-01-13 02:35:39
Quesada Burritos & Tacos,Toronto,ON,43.65118,-79.38424,Jason,1.0,2016-03-18 17:34:34
Quesada Burritos & Tacos,Toronto,ON,43.65118,-79.38424,Mark,2.0,2011-05-28 14:32:09
Nevada Restaurant,Toronto,ON,43.669575,-79.30169,Tiffany,1.0,2009-09-20 19:47:21
Nevada Restaurant,Toronto,ON,43.669575,-79.30169,Stephen,1.0,2010-04-25 00:13:40
Nevada Restaurant,Toronto,ON,43.669575,-79.30169,David,2.0,2010-05-22 00:24:12
Nevada Restaurant,Toronto,ON,43.669575,-79.30169,Ktimene,3.0,2009-05-25 13:04:35
Nevada Restaurant,Toronto,ON,43.669575,-79.30169,Billi,1.0,2011-06-26 03:29:27
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Kau,5.0,2018-10-02 23:58:25
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Jenn,5.0,2018-11-08 00:31:37
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,TheNewTorontonia,5.0,2018-09-25 22:04:41
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Kirk,5.0,2018-08-26 02:17:56
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Richard,5.0,2018-10-17 03:50:42
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Renata,5.0,2018-10-14 19:31:48
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Imelda,5.0,2018-09-10 03:58:27
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Lum,5.0,2018-11-04 18:39:14
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Jayeeta,5.0,2018-08-18 00:33:59
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Jessica,4.0,2018-11-12 01:47:46
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Fey,5.0,2018-09-09 23:58:58
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Ellen,5.0,2018-09-27 02:22:29
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Anila,5.0,2018-11-12 01:28:25
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Sume,4.0,2018-11-07 02:34:35
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Alexis,5.0,2018-10-10 18:05:23
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Jumping,4.0,2018-10-28 17:49:47
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,S,4.0,2018-11-07 03:01:46
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Norm,5.0,2018-11-08 19:01:40
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Natalia,5.0,2018-10-21 21:26:59
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Adrian,5.0,2018-10-10 19:28:17
Momo Hut & Gardens,Toronto,ON,43.67735,-79.35136,Carson,2.0,2018-10-14 11:07:11
Shawarma Boys,Toronto,ON,43.67931,-79.34483,Robin,5.0,2017-07-14 19:03:24
Shawarma Boys,Toronto,ON,43.67931,-79.34483,Ozlem,5.0,2018-11-12 23:21:04
Shawarma Boys,Toronto,ON,43.67931,-79.34483,Mark,2.0,2017-11-15 23:23:25
Fuzion 99,Toronto,ON,43.681015,-79.430374,Lynna,4.0,2011-05-07 04:21:24
Fuzion 99,Toronto,ON,43.681015,-79.430374,Gabrielle,2.0,2012-01-30 03:15:46
Fuzion 99,Toronto,ON,43.681015,-79.430374,Monich,2.0,2011-04-20 17:02:44
Night Market,Toronto,ON,43.7626,-79.41151,Linc,1.0,2018-03-30 06:09:48
Night Market,Toronto,ON,43.7626,-79.41151,S,1.0,2018-05-09 19:21:59
Night Market,Toronto,ON,43.7626,-79.41151,Daphne,1.0,2018-07-16 02:37:45
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Jenny,3.0,2018-07-12 22:21:59
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Sarah,4.0,2018-07-29 03:44:14
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Owen,2.0,2018-05-26 01:03:41
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Meg,2.0,2018-08-12 00:28:15
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Aisha,2.0,2018-06-03 13:35:52
Five Points Hot Chicken,Toronto,ON,43.66023,-79.43161,Tim,2.0,2018-06-06 13:44:28
Authentic Taste Of Indian Cuisine,Toronto,ON,43.62895,-79.39442,Canchi,3.0,2013-08-20 20:45:46
Authentic Taste Of Indian Cuisine,Toronto,ON,43.62895,-79.39442,Jiyuan,3.0,2014-05-29 09:21:24
Authentic Taste Of Indian Cuisine,Toronto,ON,43.62895,-79.39442,Priyanka,3.0,2013-09-19 16:50:03
241 Pizza,Toronto,ON,43.65462,-79.36421,Al,2.0,2018-05-21 20:38:55
241 Pizza,Toronto,ON,43.65462,-79.36421,Nac,1.0,2017-06-19 12:48:07
241 Pizza,Toronto,ON,43.65462,-79.36421,Catherine,1.0,2018-02-25 21:55:38
Good Hombres,Toronto,ON,43.653244,-79.406586,Joel,5.0,2018-11-07 01:00:39
Good Hombres,Toronto,ON,43.653244,-79.406586,Loca,5.0,2018-10-21 00:33:27
Good Hombres,Toronto,ON,43.653244,-79.406586,Martin,5.0,2018-10-04 19:49:47
Good Hombres,Toronto,ON,43.653244,-79.406586,Jennifer,5.0,2018-10-05 01:49:18
Good Hombres,Toronto,ON,43.653244,-79.406586,Brandon,5.0,2018-10-21 01:00:36
Good Hombres,Toronto,ON,43.653244,-79.406586,D,5.0,2018-10-09 21:19:13
South St. Burger,Toronto,ON,43.671524,-79.39459,R,3.0,2015-05-02 03:28:30
South St. Burger,Toronto,ON,43.671524,-79.39459,Chad,5.0,2015-03-13 17:03:06
South St. Burger,Toronto,ON,43.671524,-79.39459,Protorontonian,4.0,2015-03-26 23:22:50
South St. Burger,Toronto,ON,43.671524,-79.39459,Aadil,3.0,2017-08-15 11:24:24
South St. Burger,Toronto,ON,43.671524,-79.39459,Protorontonian,5.0,2015-03-19 22:44:32
South St. Burger,Toronto,ON,43.671524,-79.39459,Protorontonian,3.0,2015-05-19 02:18:58
South St. Burger,Toronto,ON,43.671524,-79.39459,Farhad,5.0,2016-09-23 21:51:14
South St. Burger,Toronto,ON,43.671524,-79.39459,Jennifer,4.0,2017-05-01 16:37:51
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Ana,5.0,2018-09-28 23:03:21
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Elle,2.0,2018-11-11 17:30:37
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Ann,4.0,2018-09-09 17:20:00
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Leo,5.0,2018-10-08 16:53:33
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Lo,2.0,2018-10-27 16:04:19
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,A,4.0,2018-10-10 17:50:46
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Greg,4.0,2018-11-01 06:18:57
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Mei Lan,4.0,2018-10-21 01:21:05
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Alana,3.0,2018-10-13 05:49:58
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Jennifer,3.0,2018-10-19 00:22:17
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Karen,4.0,2018-09-09 20:31:45
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Nicole,4.0,2018-11-05 04:17:20
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,K,2.0,2018-09-29 21:04:33
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Mugendd,3.0,2018-11-04 02:27:56
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Veronica,4.0,2018-11-03 22:59:10
Dandelion Noodle,Toronto,ON,43.804737,-79.28769,Sam,3.0,2018-11-11 23:38:29
Jessy's Pizza Toronto,Toronto,ON,43.653824,-79.45114,Evelyn,5.0,2018-10-30 00:13:59
Jessy's Pizza Toronto,Toronto,ON,43.653824,-79.45114,Max,5.0,2018-10-14 00:37:29
Jessy's Pizza Toronto,Toronto,ON,43.653824,-79.45114,Maya,5.0,2018-10-26 12:12:04
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Juliana,3.0,2018-11-11 06:59:31
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Melonie,5.0,2018-10-26 12:28:54
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Bella,2.0,2018-04-10 14:20:28
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,David,3.0,2018-04-23 17:31:42
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Kaoru,5.0,2018-09-20 22:54:13
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Elle,4.0,2017-12-30 00:34:25
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Rega,3.0,2018-01-22 12:00:06
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Kate,5.0,2018-01-22 01:28:04
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Shannon,5.0,2018-03-11 22:05:33
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Nadia,2.0,2018-01-27 15:10:25
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Mike,4.0,2018-03-04 01:07:48
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Kitchen Witch,2.0,2018-03-28 11:34:33
The Civic At the Broadview Hotel,Toronto,ON,43.658978,-79.35016,Lara,2.0,2018-09-30 15:54:44
Press Cafe,Toronto,ON,43.68676,-79.3982,Ati,1.0,2012-09-11 15:35:44
Press Cafe,Toronto,ON,43.68676,-79.3982,Lourdes,2.0,2015-10-29 13:44:24
Press Cafe,Toronto,ON,43.68676,-79.3982,Denise,3.0,2009-11-24 00:54:19
Press Cafe,Toronto,ON,43.68676,-79.3982,Margaret,5.0,2016-02-24 17:13:10
Sophie's,Toronto,ON,43.706326,-79.37565,Nicole,3.0,2018-11-12 01:39:23
Sophie's,Toronto,ON,43.706326,-79.37565,Kyle,5.0,2018-08-30 18:08:34
Sophie's,Toronto,ON,43.706326,-79.37565,Marla,5.0,2018-11-07 15:42:07
Sophie's,Toronto,ON,43.706326,-79.37565,Rodney,4.0,2018-08-25 20:21:05
Sophie's,Toronto,ON,43.706326,-79.37565,Rodney,5.0,2018-10-19 16:19:04
Sophie's,Toronto,ON,43.706326,-79.37565,Kathryn,1.0,2018-09-11 22:11:48
Mad Radish,Toronto,ON,43.707592,-79.398254,Marlee,5.0,2018-10-24 02:32:42
Mad Radish,Toronto,ON,43.707592,-79.398254,sylvia,3.0,2018-11-02 02:37:00
Mad Radish,Toronto,ON,43.707592,-79.398254,Jay,5.0,2018-11-04 01:05:12
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Karen,5.0,2018-10-14 05:19:16
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Alexandra,4.0,2018-10-15 18:24:54
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Dr,5.0,2018-08-24 20:45:22
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Steph,4.0,2018-09-27 19:17:29
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Christina,4.0,2018-10-22 09:05:32
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Cindy,3.0,2018-10-21 17:15:35
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Jennifer,4.0,2018-08-18 20:02:38
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Cathy,4.0,2018-09-03 19:53:12
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Jeffrey,4.0,2018-09-12 02:45:49
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Vicky,4.0,2018-08-10 23:18:31
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Cindy,2.0,2018-09-17 02:36:09
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,David,3.0,2018-08-25 13:07:36
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Ve,4.0,2018-08-28 17:19:56
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Lilian,4.0,2018-09-02 13:25:05
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Kervin,3.0,2018-10-04 00:26:58
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Luna,5.0,2018-09-15 05:48:33
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Chusa,4.0,2018-10-06 03:10:49
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Alison,3.0,2018-08-22 22:31:32
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Ada,4.0,2018-09-29 01:22:13
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Pamela,2.0,2018-08-19 21:31:12
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Megan,4.0,2018-10-14 18:54:01
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Will,4.0,2018-08-31 19:22:13
Koishi Ice Cream,Toronto,ON,43.65507,-79.39991,Sarah,4.0,2018-09-10 02:32:27
Wicked Sammich,Toronto,ON,43.665413,-79.461494,Sam,1.0,2016-07-14 01:02:51
Wicked Sammich,Toronto,ON,43.665413,-79.461494,W,1.0,2016-10-25 18:21:11
Wicked Sammich,Toronto,ON,43.665413,-79.461494,Chip,5.0,2016-08-02 18:01:47
Johnny Catch,Toronto,ON,43.66295,-79.31019,Jacqueline,4.0,2018-04-07 22:13:00
Johnny Catch,Toronto,ON,43.66295,-79.31019,Ber,1.0,2018-09-17 18:23:46
Johnny Catch,Toronto,ON,43.66295,-79.31019,Kiera,4.0,2018-05-23 19:06:20
Cantina,Toronto,ON,43.649582,-79.42563,Addy,5.0,2016-05-04 02:41:31
Cantina,Toronto,ON,43.649582,-79.42563,Zalt Ann Pepper,4.0,2017-03-20 04:32:16
Cantina,Toronto,ON,43.649582,-79.42563,Luke,4.0,2009-07-26 19:56:10
Cantina,Toronto,ON,43.649582,-79.42563,Isabelle,5.0,2017-05-05 21:17:15
Cantina,Toronto,ON,43.649582,-79.42563,Sam,5.0,2017-06-07 00:32:35
Cantina,Toronto,ON,43.649582,-79.42563,Jamie,5.0,2018-03-26 14:33:14
Cantina,Toronto,ON,43.649582,-79.42563,Jefferson,1.0,2017-09-09 03:06:09
Cantina,Toronto,ON,43.649582,-79.42563,Christos,1.0,2017-09-09 01:01:49
4u2 Shawarma & Steak,Toronto,ON,43.707405,-79.24992,Ren,5.0,2018-11-12 17:31:40
4u2 Shawarma & Steak,Toronto,ON,43.707405,-79.24992,Hrishi,4.0,2018-05-06 20:50:05
4u2 Shawarma & Steak,Toronto,ON,43.707405,-79.24992,J.,3.0,2018-06-30 23:50:22
Gino's Pizza,Toronto,ON,43.65333,-79.3757,A.J.,2.0,2012-08-03 06:54:08
Gino's Pizza,Toronto,ON,43.65333,-79.3757,Renee,1.0,2012-09-03 17:46:31
Gino's Pizza,Toronto,ON,43.65333,-79.3757,Chris,3.0,2011-11-04 05:18:43
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Eddyc,4.0,2018-11-03 02:12:12
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Rodney,2.0,2018-11-09 17:36:20
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Angelina,5.0,2018-11-07 22:38:31
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Sheila,1.0,2018-10-23 22:45:40
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Darien,5.0,2018-11-06 01:59:13
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Alessandro,5.0,2018-11-06 22:33:52
Dunn’s Famous Deli Express,Toronto,ON,43.68414,-79.319,Lisa,4.0,2018-11-05 03:17:04
Sushi Shop,Toronto,ON,43.77799,-79.34409,Roger,2.0,2018-02-05 18:11:37
Sushi Shop,Toronto,ON,43.77799,-79.34409,Melissa,3.0,2018-03-18 15:41:08
Sushi Shop,Toronto,ON,43.77799,-79.34409,Hazel,3.0,2018-01-13 18:34:05
Sushi Shop,Toronto,ON,43.77799,-79.34409,Ailin,2.0,2018-06-07 22:28:55
Sushi Shop,Toronto,ON,43.77799,-79.34409,Katty,4.0,2018-01-29 00:06:27
Sushi Shop,Toronto,ON,43.77799,-79.34409,Irene,4.0,2018-06-26 05:55:11
Sushi Shop,Toronto,ON,43.77799,-79.34409,Jeslyn,1.0,2018-09-15 17:09:06
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Alex,1.0,2018-08-23 17:59:01
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Blanche,1.0,2018-10-10 00:02:04
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Andy,5.0,2018-11-11 08:47:09
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Junhee,5.0,2018-09-01 20:16:27
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Arthur,2.0,2018-09-06 20:47:25
Tokyo Grill,Toronto,ON,43.76999,-79.41283,Ed,4.0,2018-10-30 06:19:47
Midland Court Restaurant,Toronto,ON,43.80912,-79.29083,Stephanie,3.0,2015-04-05 00:42:46
Midland Court Restaurant,Toronto,ON,43.80912,-79.29083,Jennifer,2.0,2012-07-21 01:00:04
Midland Court Restaurant,Toronto,ON,43.80912,-79.29083,Jessica,4.0,2015-12-04 18:20:37
Gourmet Burger,Toronto,ON,43.66953,-79.370384,Keith,1.0,2017-08-28 23:46:42
Gourmet Burger,Toronto,ON,43.66953,-79.370384,Doug,5.0,2017-08-19 15:11:10
Gourmet Burger,Toronto,ON,43.66953,-79.370384,Mandy,1.0,2017-05-08 01:23:27
Gourmet Burger,Toronto,ON,43.66953,-79.370384,Laeti,1.0,2017-08-24 15:07:24
Taste of Sri Lanka,Toronto,ON,43.649067,-79.37692,Angie,5.0,2018-11-07 16:55:18
Taste of Sri Lanka,Toronto,ON,43.649067,-79.37692,John,5.0,2018-02-26 17:30:40
Taste of Sri Lanka,Toronto,ON,43.649067,-79.37692,Scott,3.0,2018-02-20 19:01:31
SARA,Toronto,ON,43.6452,-79.40066,Reva,5.0,2018-11-10 16:46:22
SARA,Toronto,ON,43.6452,-79.40066,Maggie,5.0,2018-10-27 13:34:38
SARA,Toronto,ON,43.6452,-79.40066,Tatiana,5.0,2018-10-16 00:19:59
SARA,Toronto,ON,43.6452,-79.40066,Sherry,5.0,2018-10-23 18:58:07
SARA,Toronto,ON,43.6452,-79.40066,M,5.0,2018-10-07 15:56:50
SARA,Toronto,ON,43.6452,-79.40066,Soleil,3.0,2018-10-16 00:01:21
SARA,Toronto,ON,43.6452,-79.40066,L,2.0,2018-11-09 03:08:57
Buddha Dog,Toronto,ON,43.64417,-79.448074,M,4.0,2009-07-12 21:30:45
Buddha Dog,Toronto,ON,43.64417,-79.448074,kai,4.0,2008-10-27 19:07:01
Buddha Dog,Toronto,ON,43.64417,-79.448074,Michael,5.0,2008-09-06 21:33:34
